"REF_DATE","GEO","DGUID","Cannabis price","Units of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1973","Quebec","2016A000224","Producer price","Price per gram","Dollars","81","units ","0","v1001799985","7.2.1","3.44","","","","2"
"1973","Quebec","2016A000224","Producer price","Price index","2012=100","383","units ","0","v1001799986","7.2.2","69.4","","","","1"
"1973","Ontario","2016A000235","Consumer price","Price per gram","Dollars","81","units ","0","v1001799951","8.1.1","5.78","","","","2"
"1973","Ontario","2016A000235","Consumer price","Price index","2012=100","383","units ","0","v1001799952","8.1.2","63.3","","","","1"
"1973","Ontario","2016A000235","Producer price","Price per gram","Dollars","81","units ","0","v1001799987","8.2.1","3.85","","","","2"
"1973","Ontario","2016A000235","Producer price","Price index","2012=100","383","units ","0","v1001799988","8.2.2","93.4","","","","1"
"1973","Prairies","2016A00014","Consumer price","Price per gram","Dollars","81","units ","0","v1001799953","9.1.1","5.77","","","","2"
"1973","Prairies","2016A00014","Consumer price","Price index","2012=100","383","units ","0","v1001799954","9.1.2","63.6","","","","1"
"1973","Prairies","2016A00014","Producer price","Price per gram","Dollars","81","units ","0","v1001799989","9.2.1","4.27","","","","2"
"1973","Prairies","2016A00014","Producer price","Price index","2012=100","383","units ","0","v1001799990","9.2.2","64.3","","","","1"
"1973","Manitoba","2016A000246","Consumer price","Price per gram","Dollars","81","units ","0","v1001799955","10.1.1","5.79","","","","2"
"1973","Manitoba","2016A000246","Consumer price","Price index","2012=100","383","units ","0","v1001799956","10.1.2","63.8","","","","1"
"1973","Manitoba","2016A000246","Producer price","Price per gram","Dollars","81","units ","0","v1001799991","10.2.1","4.29","","","","2"
"1973","Manitoba","2016A000246","Producer price","Price index","2012=100","383","units ","0","v1001799992","10.2.2","64.6","","","","1"
"1973","Saskatchewan","2016A000247","Consumer price","Price per gram","Dollars","81","units ","0","v1001799957","11.1.1","5.88","","","","2"
"1973","Saskatchewan","2016A000247","Consumer price","Price index","2012=100","383","units ","0","v1001799958","11.1.2","64.4","","","","1"
"1973","Saskatchewan","2016A000247","Producer price","Price per gram","Dollars","81","units ","0","v1001799993","11.2.1","4.36","","","","2"
"1973","Saskatchewan","2016A000247","Producer price","Price index","2012=100","383","units ","0","v1001799994","11.2.2","65.5","","","","1"
"1973","Alberta","2016A000248","Consumer price","Price per gram","Dollars","81","units ","0","v1001799959","12.1.1","5.71","","","","2"
"1973","Alberta","2016A000248","Consumer price","Price index","2012=100","383","units ","0","v1001799960","12.1.2","63.0","","","","1"
"1973","Alberta","2016A000248","Producer price","Price per gram","Dollars","81","units ","0","v1001799995","12.2.1","4.21","","","","2"
"1973","Alberta","2016A000248","Producer price","Price index","2012=100","383","units ","0","v1001799996","12.2.2","63.6","","","","1"
"1973","British Columbia","2016A000259","Consumer price","Price per gram","Dollars","81","units ","0","v1001799961","13.1.1","5.41","","","","2"
"1973","British Columbia","2016A000259","Consumer price","Price index","2012=100","383","units ","0","v1001799962","13.1.2","62.3","","","","1"
"1973","British Columbia","2016A000259","Producer price","Price per gram","Dollars","81","units ","0","v1001799997","13.2.1","3.87","","","","2"
"1973","British Columbia","2016A000259","Producer price","Price index","2012=100","383","units ","0","v1001799998","13.2.2","92.2","","","","1"
"1973","Territories","2016A00016","Consumer price","Price per gram","Dollars","81","units ","0","v1001799963","14.1.1","7.70","","","","2"
"1973","Territories","2016A00016","Consumer price","Price index","2012=100","383","units ","0","v1001799964","14.1.2","58.3","","","","1"
"1973","Territories","2016A00016","Producer price","Price per gram","Dollars","81","units ","0","v1001799999","14.2.1","5.73","","","","2"
"1973","Territories","2016A00016","Producer price","Price index","2012=100","383","units ","0","v1001800000","14.2.2","58.3","","","","1"
"1973","Yukon","2016A000260","Consumer price","Price per gram","Dollars","81","units ","0","v1001799965","15.1.1","6.62","","","","2"
"1973","Yukon","2016A000260","Consumer price","Price index","2012=100","383","units ","0","v1001799966","15.1.2","62.3","","","","1"
"1973","Yukon","2016A000260","Producer price","Price per gram","Dollars","81","units ","0","v1001800001","15.2.1","4.92","","","","2"
"1973","Yukon","2016A000260","Producer price","Price index","2012=100","383","units ","0","v1001800002","15.2.2","62.3","","","","1"
"1973","Northwest Territories including Nunavut","A000261","Consumer price","Price per gram","Dollars","81","units ","0","v1001799971","16.1.1","8.74","","","","2"
"1973","Northwest Territories including Nunavut","A000261","Consumer price","Price index","2012=100","383","units ","0","v1001799972","16.1.2","59.5","","","","1"
"1973","Northwest Territories including Nunavut","A000261","Producer price","Price per gram","Dollars","81","units ","0","v1001800007","16.2.1","6.50","","","","2"
"1973","Northwest Territories including Nunavut","A000261","Producer price","Price index","2012=100","383","units ","0","v1001800008","16.2.2","59.5","","","","1"
"1973","Northwest Territories","2016A000261","Consumer price","Price per gram","Dollars","81","units ","0","v1001799967","17.1.1","","..","","","2"
"1973","Northwest Territories","2016A000261","Consumer price","Price index","2012=100","383","units ","0","v1001799968","17.1.2","","..","","","1"
"1973","Northwest Territories","2016A000261","Producer price","Price per gram","Dollars","81","units ","0","v1001800003","17.2.1","","..","","","2"
"1973","Northwest Territories","2016A000261","Producer price","Price index","2012=100","383","units ","0","v1001800004","17.2.2","","..","","","1"
"1973","Nunavut","2016A000262","Consumer price","Price per gram","Dollars","81","units ","0","v1001799969","18.1.1","","..","","","2"
"1973","Nunavut","2016A000262","Consumer price","Price index","2012=100","383","units ","0","v1001799970","18.1.2","","..","","","1"
"1973","Nunavut","2016A000262","Producer price","Price per gram","Dollars","81","units ","0","v1001800005","18.2.1","","..","","","2"
"1973","Nunavut","2016A000262","Producer price","Price index","2012=100","383","units ","0","v1001800006","18.2.2","","..","","","1"
"1974","Canada","2016A000011124","Consumer price","Price per gram","Dollars","81","units ","0","v1001799937","1.1.1","5.63","","","","2"
"1974","Canada","2016A000011124","Consumer price","Price index","2012=100","383","units ","0","v1001799938","1.1.2","64.6","","","","1"
"1974","Canada","2016A000011124","Producer price","Price per gram","Dollars","81","units ","0","v1001799973","1.2.1","4.17","","","","2"
"1974","Canada","2016A000011124","Producer price","Price index","2012=100","383","units ","0","v1001799974","1.2.2","74.9","","","","1"
"1974","Atlantic","2016A00011","Consumer price","Price per gram","Dollars","81","units ","0","v1001799939","2.1.1","6.02","","","","2"
"1974","Atlantic","2016A00011","Consumer price","Price index","2012=100","383","units ","0","v1001799940","2.1.2","66.2","","","","1"
"1974","Atlantic","2016A00011","Producer price","Price per gram","Dollars","81","units ","0","v1001799975","2.2.1","4.46","","","","2"
"1974","Atlantic","2016A00011","Producer price","Price index","2012=100","383","units ","0","v1001799976","2.2.2","67.7","","","","1"
"1974","Newfoundland and Labrador","2016A000210","Consumer price","Price per gram","Dollars","81","units ","0","v1001799941","3.1.1","6.85","","","","2"
"1974","Newfoundland and Labrador","2016A000210","Consumer price","Price index","2012=100","383","units ","0","v1001799942","3.1.2","71.0","","","","1"
"1974","Newfoundland and Labrador","2016A000210","Producer price","Price per gram","Dollars","81","units ","0","v1001799977","3.2.1","5.09","","","","2"
"1974","Newfoundland and Labrador","2016A000210","Producer price","Price index","2012=100","383","units ","0","v1001799978","3.2.2","74.4","","","","1"
"1974","Prince Edward Island","2016A000211","Consumer price","Price per gram","Dollars","81","units ","0","v1001799943","4.1.1","6.18","","","","2"
"1974","Prince Edward Island","2016A000211","Consumer price","Price index","2012=100","383","units ","0","v1001799944","4.1.2","63.7","","","","1"
"1974","Prince Edward Island","2016A000211","Producer price","Price per gram","Dollars","81","units ","0","v1001799979","4.2.1","4.58","","","","2"
"1974","Prince Edward Island","2016A000211","Producer price","Price index","2012=100","383","units ","0","v1001799980","4.2.2","64.2","","","","1"
"1974","Nova Scotia","2016A000212","Consumer price","Price per gram","Dollars","81","units ","0","v1001799945","5.1.1","5.99","","","","2"
"1974","Nova Scotia","2016A000212","Consumer price","Price index","2012=100","383","units ","0","v1001799946","5.1.2","65.1","","","","1"
"1974","Nova Scotia","2016A000212","Producer price","Price per gram","Dollars","81","units ","0","v1001799981","5.2.1","4.44","","","","2"
"1974","Nova Scotia","2016A000212","Producer price","Price index","2012=100","383","units ","0","v1001799982","5.2.2","66.2","","","","1"
"1974","New Brunswick","2016A000213","Consumer price","Price per gram","Dollars","81","units ","0","v1001799947","6.1.1","5.34","","","","2"
"1974","New Brunswick","2016A000213","Consumer price","Price index","2012=100","383","units ","0","v1001799948","6.1.2","63.8","","","","1"
"1974","New Brunswick","2016A000213","Producer price","Price per gram","Dollars","81","units ","0","v1001799983","6.2.1","3.93","","","","2"
"1974","New Brunswick","2016A000213","Producer price","Price index","2012=100","383","units ","0","v1001799984","6.2.2","64.6","","","","1"
"1974","Quebec","2016A000224","Consumer price","Price per gram","Dollars","81","units ","0","v1001799949","7.1.1","4.82","","","","2"
"1974","Quebec","2016A000224","Consumer price","Price index","2012=100","383","units ","0","v1001799950","7.1.2","63.5","","","","1"
"1974","Quebec","2016A000224","Producer price","Price per gram","Dollars","81","units ","0","v1001799985","7.2.1","3.50","","","","2"
"1974","Quebec","2016A000224","Producer price","Price index","2012=100","383","units ","0","v1001799986","7.2.2","70.6","","","","1"
"1974","Ontario","2016A000235","Consumer price","Price per gram","Dollars","81","units ","0","v1001799951","8.1.1","5.90","","","","2"
"1974","Ontario","2016A000235","Consumer price","Price index","2012=100","383","units ","0","v1001799952","8.1.2","64.6","","","","1"
"1974","Ontario","2016A000235","Producer price","Price per gram","Dollars","81","units ","0","v1001799987","8.2.1","4.09","","","","2"
"1974","Ontario","2016A000235","Producer price","Price index","2012=100","383","units ","0","v1001799988","8.2.2","99.1","","","","1"
"1974","Prairies","2016A00014","Consumer price","Price per gram","Dollars","81","units ","0","v1001799953","9.1.1","5.82","","","","2"
"1974","Prairies","2016A00014","Consumer price","Price index","2012=100","383","units ","0","v1001799954","9.1.2","64.2","","","","1"
"1974","Prairies","2016A00014","Producer price","Price per gram","Dollars","81","units ","0","v1001799989","9.2.1","4.29","","","","2"
"1974","Prairies","2016A00014","Producer price","Price index","2012=100","383","units ","0","v1001799990","9.2.2","64.8","","","","1"
"1974","Manitoba","2016A000246","Consumer price","Price per gram","Dollars","81","units ","0","v1001799955","10.1.1","5.81","","","","2"
"1974","Manitoba","2016A000246","Consumer price","Price index","2012=100","383","units ","0","v1001799956","10.1.2","64.1","","","","1"
"1974","Manitoba","2016A000246","Producer price","Price per gram","Dollars","81","units ","0","v1001799991","10.2.1","4.29","","","","2"
"1974","Manitoba","2016A000246","Producer price","Price index","2012=100","383","units ","0","v1001799992","10.2.2","64.5","","","","1"
"1974","Saskatchewan","2016A000247","Consumer price","Price per gram","Dollars","81","units ","0","v1001799957","11.1.1","5.86","","","","2"
"1974","Saskatchewan","2016A000247","Consumer price","Price index","2012=100","383","units ","0","v1001799958","11.1.2","64.2","","","","1"
"1974","Saskatchewan","2016A000247","Producer price","Price per gram","Dollars","81","units ","0","v1001799993","11.2.1","4.31","","","","2"
"1974","Saskatchewan","2016A000247","Producer price","Price index","2012=100","383","units ","0","v1001799994","11.2.2","64.7","","","","1"
"1974","Alberta","2016A000248","Consumer price","Price per gram","Dollars","81","units ","0","v1001799959","12.1.1","5.82","","","","2"
"1974","Alberta","2016A000248","Consumer price","Price index","2012=100","383","units ","0","v1001799960","12.1.2","64.2","","","","1"
"1974","Alberta","2016A000248","Producer price","Price per gram","Dollars","81","units ","0","v1001799995","12.2.1","4.29","","","","2"
"1974","Alberta","2016A000248","Producer price","Price index","2012=100","383","units ","0","v1001799996","12.2.2","64.8","","","","1"
"1974","British Columbia","2016A000259","Consumer price","Price per gram","Dollars","81","units ","0","v1001799961","13.1.1","5.51","","","","2"
"1974","British Columbia","2016A000259","Consumer price","Price index","2012=100","383","units ","0","v1001799962","13.1.2","63.5","","","","1"
"1974","British Columbia","2016A000259","Producer price","Price per gram","Dollars","81","units ","0","v1001799997","13.2.1","3.95","","","","2"
"1974","British Columbia","2016A000259","Producer price","Price index","2012=100","383","units ","0","v1001799998","13.2.2","94.0","","","","1"
"1974","Territories","2016A00016","Consumer price","Price per gram","Dollars","81","units ","0","v1001799963","14.1.1","7.85","","","","2"
"1974","Territories","2016A00016","Consumer price","Price index","2012=100","383","units ","0","v1001799964","14.1.2","59.4","","","","1"
"1974","Territories","2016A00016","Producer price","Price per gram","Dollars","81","units ","0","v1001799999","14.2.1","5.84","","","","2"
"1974","Territories","2016A00016","Producer price","Price index","2012=100","383","units ","0","v1001800000","14.2.2","59.5","","","","1"
"1974","Yukon","2016A000260","Consumer price","Price per gram","Dollars","81","units ","0","v1001799965","15.1.1","6.75","","","","2"
"1974","Yukon","2016A000260","Consumer price","Price index","2012=100","383","units ","0","v1001799966","15.1.2","63.5","","","","1"
"1974","Yukon","2016A000260","Producer price","Price per gram","Dollars","81","units ","0","v1001800001","15.2.1","5.02","","","","2"
"1974","Yukon","2016A000260","Producer price","Price index","2012=100","383","units ","0","v1001800002","15.2.2","63.5","","","","1"
"1974","Northwest Territories including Nunavut","A000261","Consumer price","Price per gram","Dollars","81","units ","0","v1001799971","16.1.1","8.91","","","","2"
"1974","Northwest Territories including Nunavut","A000261","Consumer price","Price index","2012=100","383","units ","0","v1001799972","16.1.2","60.6","","","","1"
"1974","Northwest Territories including Nunavut","A000261","Producer price","Price per gram","Dollars","81","units ","0","v1001800007","16.2.1","6.63","","","","2"
"1974","Northwest Territories including Nunavut","A000261","Producer price","Price index","2012=100","383","units ","0","v1001800008","16.2.2","60.7","","","","1"
"1974","Northwest Territories","2016A000261","Consumer price","Price per gram","Dollars","81","units ","0","v1001799967","17.1.1","","..","","","2"
"1974","Northwest Territories","2016A000261","Consumer price","Price index","2012=100","383","units ","0","v1001799968","17.1.2","","..","","","1"
"1974","Northwest Territories","2016A000261","Producer price","Price per gram","Dollars","81","units ","0","v1001800003","17.2.1","","..","","","2"
"1974","Northwest Territories","2016A000261","Producer price","Price index","2012=100","383","units ","0","v1001800004","17.2.2","","..","","","1"
"1974","Nunavut","2016A000262","Consumer price","Price per gram","Dollars","81","units ","0","v1001799969","18.1.1","","..","","","2"
"1974","Nunavut","2016A000262","Consumer price","Price index","2012=100","383","units ","0","v1001799970","18.1.2","","..","","","1"
"1974","Nunavut","2016A000262","Producer price","Price per gram","Dollars","81","units ","0","v1001800005","18.2.1","","..","","","2"
"1974","Nunavut","2016A000262","Producer price","Price index","2012=100","383","units ","0","v1001800006","18.2.2","","..","","","1"
"1975","Canada","2016A000011124","Consumer price","Price per gram","Dollars","81","units ","0","v1001799937","1.1.1","5.73","","","","2"
"1975","Canada","2016A000011124","Consumer price","Price index","2012=100","383","units ","0","v1001799938","1.1.2","65.7","","","","1"
"1975","Canada","2016A000011124","Producer price","Price per gram","Dollars","81","units ","0","v1001799973","1.2.1","4.24","","","","2"
"1975","Canada","2016A000011124","Producer price","Price index","2012=100","383","units ","0","v1001799974","1.2.2","76.2","","","","1"
"1975","Atlantic","2016A00011","Consumer price","Price per gram","Dollars","81","units ","0","v1001799939","2.1.1","5.95","","","","2"
"1975","Atlantic","2016A00011","Consumer price","Price index","2012=100","383","units ","0","v1001799940","2.1.2","65.5","","","","1"
"1975","Atlantic","2016A00011","Producer price","Price per gram","Dollars","81","units ","0","v1001799975","2.2.1","4.36","","","","2"
"1975","Atlantic","2016A00011","Producer price","Price index","2012=100","383","units ","0","v1001799976","2.2.2","66.2","","","","1"
"1975","Newfoundland and Labrador","2016A000210","Consumer price","Price per gram","Dollars","81","units ","0","v1001799941","3.1.1","6.42","","","","2"
"1975","Newfoundland and Labrador","2016A000210","Consumer price","Price index","2012=100","383","units ","0","v1001799942","3.1.2","66.5","","","","1"
"1975","Newfoundland and Labrador","2016A000210","Producer price","Price per gram","Dollars","81","units ","0","v1001799977","3.2.1","4.63","","","","2"
"1975","Newfoundland and Labrador","2016A000210","Producer price","Price index","2012=100","383","units ","0","v1001799978","3.2.2","67.6","","","","1"
"1975","Prince Edward Island","2016A000211","Consumer price","Price per gram","Dollars","81","units ","0","v1001799943","4.1.1","6.30","","","","2"
"1975","Prince Edward Island","2016A000211","Consumer price","Price index","2012=100","383","units ","0","v1001799944","4.1.2","64.9","","","","1"
"1975","Prince Edward Island","2016A000211","Producer price","Price per gram","Dollars","81","units ","0","v1001799979","4.2.1","4.67","","","","2"
"1975","Prince Edward Island","2016A000211","Producer price","Price index","2012=100","383","units ","0","v1001799980","4.2.2","65.4","","","","1"
"1975","Nova Scotia","2016A000212","Consumer price","Price per gram","Dollars","81","units ","0","v1001799945","5.1.1","5.98","","","","2"
"1975","Nova Scotia","2016A000212","Consumer price","Price index","2012=100","383","units ","0","v1001799946","5.1.2","65.0","","","","1"
"1975","Nova Scotia","2016A000212","Producer price","Price per gram","Dollars","81","units ","0","v1001799981","5.2.1","4.40","","","","2"
"1975","Nova Scotia","2016A000212","Producer price","Price index","2012=100","383","units ","0","v1001799982","5.2.2","65.6","","","","1"
"1975","New Brunswick","2016A000213","Consumer price","Price per gram","Dollars","81","units ","0","v1001799947","6.1.1","5.44","","","","2"
"1975","New Brunswick","2016A000213","Consumer price","Price index","2012=100","383","units ","0","v1001799948","6.1.2","65.0","","","","1"
"1975","New Brunswick","2016A000213","Producer price","Price per gram","Dollars","81","units ","0","v1001799983","6.2.1","4.01","","","","2"
"1975","New Brunswick","2016A000213","Producer price","Price index","2012=100","383","units ","0","v1001799984","6.2.2","65.9","","","","1"
"1975","Quebec","2016A000224","Consumer price","Price per gram","Dollars","81","units ","0","v1001799949","7.1.1","4.92","","","","2"
"1975","Quebec","2016A000224","Consumer price","Price index","2012=100","383","units ","0","v1001799950","7.1.2","64.7","","","","1"
"1975","Quebec","2016A000224","Producer price","Price per gram","Dollars","81","units ","0","v1001799985","7.2.1","3.57","","","","2"
"1975","Quebec","2016A000224","Producer price","Price index","2012=100","383","units ","0","v1001799986","7.2.2","72.0","","","","1"
"1975","Ontario","2016A000235","Consumer price","Price per gram","Dollars","81","units ","0","v1001799951","8.1.1","6.03","","","","2"
"1975","Ontario","2016A000235","Consumer price","Price index","2012=100","383","units ","0","v1001799952","8.1.2","66.1","","","","1"
"1975","Ontario","2016A000235","Producer price","Price per gram","Dollars","81","units ","0","v1001799987","8.2.1","4.66","","","","2"
"1975","Ontario","2016A000235","Producer price","Price index","2012=100","383","units ","0","v1001799988","8.2.2","112.8","","","","1"
"1975","Prairies","2016A00014","Consumer price","Price per gram","Dollars","81","units ","0","v1001799953","9.1.1","5.94","","","","2"
"1975","Prairies","2016A00014","Consumer price","Price index","2012=100","383","units ","0","v1001799954","9.1.2","65.4","","","","1"
"1975","Prairies","2016A00014","Producer price","Price per gram","Dollars","81","units ","0","v1001799989","9.2.1","4.38","","","","2"
"1975","Prairies","2016A00014","Producer price","Price index","2012=100","383","units ","0","v1001799990","9.2.2","66.0","","","","1"
"1975","Manitoba","2016A000246","Consumer price","Price per gram","Dollars","81","units ","0","v1001799955","10.1.1","5.92","","","","2"
"1975","Manitoba","2016A000246","Consumer price","Price index","2012=100","383","units ","0","v1001799956","10.1.2","65.3","","","","1"
"1975","Manitoba","2016A000246","Producer price","Price per gram","Dollars","81","units ","0","v1001799991","10.2.1","4.37","","","","2"
"1975","Manitoba","2016A000246","Producer price","Price index","2012=100","383","units ","0","v1001799992","10.2.2","65.7","","","","1"
"1975","Saskatchewan","2016A000247","Consumer price","Price per gram","Dollars","81","units ","0","v1001799957","11.1.1","5.97","","","","2"
"1975","Saskatchewan","2016A000247","Consumer price","Price index","2012=100","383","units ","0","v1001799958","11.1.2","65.4","","","","1"
"1975","Saskatchewan","2016A000247","Producer price","Price per gram","Dollars","81","units ","0","v1001799993","11.2.1","4.40","","","","2"
"1975","Saskatchewan","2016A000247","Producer price","Price index","2012=100","383","units ","0","v1001799994","11.2.2","66.0","","","","1"
"1975","Alberta","2016A000248","Consumer price","Price per gram","Dollars","81","units ","0","v1001799959","12.1.1","5.93","","","","2"
"1975","Alberta","2016A000248","Consumer price","Price index","2012=100","383","units ","0","v1001799960","12.1.2","65.4","","","","1"
"1975","Alberta","2016A000248","Producer price","Price per gram","Dollars","81","units ","0","v1001799995","12.2.1","4.37","","","","2"
"1975","Alberta","2016A000248","Producer price","Price index","2012=100","383","units ","0","v1001799996","12.2.2","66.1","","","","1"
"1975","British Columbia","2016A000259","Consumer price","Price per gram","Dollars","81","units ","0","v1001799961","13.1.1","5.62","","","","2"
"1975","British Columbia","2016A000259","Consumer price","Price index","2012=100","383","units ","0","v1001799962","13.1.2","64.7","","","","1"
"1975","British Columbia","2016A000259","Producer price","Price per gram","Dollars","81","units ","0","v1001799997","13.2.1","4.02","","","","2"
"1975","British Columbia","2016A000259","Producer price","Price index","2012=100","383","units ","0","v1001799998","13.2.2","95.9","","","","1"
"1975","Territories","2016A00016","Consumer price","Price per gram","Dollars","81","units ","0","v1001799963","14.1.1","8.01","","","","2"
"1975","Territories","2016A00016","Consumer price","Price index","2012=100","383","units ","0","v1001799964","14.1.2","60.6","","","","1"
"1975","Territories","2016A00016","Producer price","Price per gram","Dollars","81","units ","0","v1001799999","14.2.1","5.96","","","","2"
"1975","Territories","2016A00016","Producer price","Price index","2012=100","383","units ","0","v1001800000","14.2.2","60.7","","","","1"
"1975","Yukon","2016A000260","Consumer price","Price per gram","Dollars","81","units ","0","v1001799965","15.1.1","6.88","","","","2"
"1975","Yukon","2016A000260","Consumer price","Price index","2012=100","383","units ","0","v1001799966","15.1.2","64.7","","","","1"
"1975","Yukon","2016A000260","Producer price","Price per gram","Dollars","81","units ","0","v1001800001","15.2.1","5.12","","","","2"
"1975","Yukon","2016A000260","Producer price","Price index","2012=100","383","units ","0","v1001800002","15.2.2","64.8","","","","1"
"1975","Northwest Territories including Nunavut","A000261","Consumer price","Price per gram","Dollars","81","units ","0","v1001799971","16.1.1","9.08","","","","2"
"1975","Northwest Territories including Nunavut","A000261","Consumer price","Price index","2012=100","383","units ","0","v1001799972","16.1.2","61.8","","","","1"
"1975","Northwest Territories including Nunavut","A000261","Producer price","Price per gram","Dollars","81","units ","0","v1001800007","16.2.1","6.76","","","","2"
"1975","Northwest Territories including Nunavut","A000261","Producer price","Price index","2012=100","383","units ","0","v1001800008","16.2.2","61.9","","","","1"
"1975","Northwest Territories","2016A000261","Consumer price","Price per gram","Dollars","81","units ","0","v1001799967","17.1.1","","..","","","2"
"1975","Northwest Territories","2016A000261","Consumer price","Price index","2012=100","383","units ","0","v1001799968","17.1.2","","..","","","1"
"1975","Northwest Territories","2016A000261","Producer price","Price per gram","Dollars","81","units ","0","v1001800003","17.2.1","","..","","","2"
"1975","Northwest Territories","2016A000261","Producer price","Price index","2012=100","383","units ","0","v1001800004","17.2.2","","..","","","1"
"1975","Nunavut","2016A000262","Consumer price","Price per gram","Dollars","81","units ","0","v1001799969","18.1.1","","..","","","2"
"1975","Nunavut","2016A000262","Consumer price","Price index","2012=100","383","units ","0","v1001799970","18.1.2","","..","","","1"
"1975","Nunavut","2016A000262","Producer price","Price per gram","Dollars","81","units ","0","v1001800005","18.2.1","","..","","","2"
"1975","Nunavut","2016A000262","Producer price","Price index","2012=100","383","units ","0","v1001800006","18.2.2","","..","","","1"
"1976","Canada","2016A000011124","Consumer price","Price per gram","Dollars","81","units ","0","v1001799937","1.1.1","5.84","","","","2"
"1976","Canada","2016A000011124","Consumer price","Price index","2012=100","383","units ","0","v1001799938","1.1.2","67.0","","","","1"
"1976","Canada","2016A000011124","Producer price","Price per gram","Dollars","81","units ","0","v1001799973","1.2.1","4.30","","","","2"
"1976","Canada","2016A000011124","Producer price","Price index","2012=100","383","units ","0","v1001799974","1.2.2","77.3","","","","1"
"1976","Atlantic","2016A00011","Consumer price","Price per gram","Dollars","81","units ","0","v1001799939","2.1.1","6.06","","","","2"
"1976","Atlantic","2016A00011","Consumer price","Price index","2012=100","383","units ","0","v1001799940","2.1.2","66.7","","","","1"
"1976","Atlantic","2016A00011","Producer price","Price per gram","Dollars","81","units ","0","v1001799975","2.2.1","4.44","","","","2"
"1976","Atlantic","2016A00011","Producer price","Price index","2012=100","383","units ","0","v1001799976","2.2.2","67.5","","","","1"
"1976","Newfoundland and Labrador","2016A000210","Consumer price","Price per gram","Dollars","81","units ","0","v1001799941","3.1.1","6.54","","","","2"
"1976","Newfoundland and Labrador","2016A000210","Consumer price","Price index","2012=100","383","units ","0","v1001799942","3.1.2","67.8","","","","1"
"1976","Newfoundland and Labrador","2016A000210","Producer price","Price per gram","Dollars","81","units ","0","v1001799977","3.2.1","4.72","","","","2"
"1976","Newfoundland and Labrador","2016A000210","Producer price","Price index","2012=100","383","units ","0","v1001799978","3.2.2","68.9","","","","1"
"1976","Prince Edward Island","2016A000211","Consumer price","Price per gram","Dollars","81","units ","0","v1001799943","4.1.1","6.42","","","","2"
"1976","Prince Edward Island","2016A000211","Consumer price","Price index","2012=100","383","units ","0","v1001799944","4.1.2","66.1","","","","1"
"1976","Prince Edward Island","2016A000211","Producer price","Price per gram","Dollars","81","units ","0","v1001799979","4.2.1","4.76","","","","2"
"1976","Prince Edward Island","2016A000211","Producer price","Price index","2012=100","383","units ","0","v1001799980","4.2.2","66.7","","","","1"
"1976","Nova Scotia","2016A000212","Consumer price","Price per gram","Dollars","81","units ","0","v1001799945","5.1.1","6.10","","","","2"
"1976","Nova Scotia","2016A000212","Consumer price","Price index","2012=100","383","units ","0","v1001799946","5.1.2","66.3","","","","1"
"1976","Nova Scotia","2016A000212","Producer price","Price per gram","Dollars","81","units ","0","v1001799981","5.2.1","4.49","","","","2"
"1976","Nova Scotia","2016A000212","Producer price","Price index","2012=100","383","units ","0","v1001799982","5.2.2","66.9","","","","1"
"1976","New Brunswick","2016A000213","Consumer price","Price per gram","Dollars","81","units ","0","v1001799947","6.1.1","5.55","","","","2"
"1976","New Brunswick","2016A000213","Consumer price","Price index","2012=100","383","units ","0","v1001799948","6.1.2","66.2","","","","1"
"1976","New Brunswick","2016A000213","Producer price","Price per gram","Dollars","81","units ","0","v1001799983","6.2.1","4.09","","","","2"
"1976","New Brunswick","2016A000213","Producer price","Price index","2012=100","383","units ","0","v1001799984","6.2.2","67.1","","","","1"
"1976","Quebec","2016A000224","Consumer price","Price per gram","Dollars","81","units ","0","v1001799949","7.1.1","5.01","","","","2"
"1976","Quebec","2016A000224","Consumer price","Price index","2012=100","383","units ","0","v1001799950","7.1.2","66.0","","","","1"
"1976","Quebec","2016A000224","Producer price","Price per gram","Dollars","81","units ","0","v1001799985","7.2.1","3.64","","","","2"
"1976","Quebec","2016A000224","Producer price","Price index","2012=100","383","units ","0","v1001799986","7.2.2","73.3","","","","1"
"1976","Ontario","2016A000235","Consumer price","Price per gram","Dollars","81","units ","0","v1001799951","8.1.1","6.15","","","","2"
"1976","Ontario","2016A000235","Consumer price","Price index","2012=100","383","units ","0","v1001799952","8.1.2","67.4","","","","1"
"1976","Ontario","2016A000235","Producer price","Price per gram","Dollars","81","units ","0","v1001799987","8.2.1","4.77","","","","2"
"1976","Ontario","2016A000235","Producer price","Price index","2012=100","383","units ","0","v1001799988","8.2.2","115.5","","","","1"
"1976","Prairies","2016A00014","Consumer price","Price per gram","Dollars","81","units ","0","v1001799953","9.1.1","6.05","","","","2"
"1976","Prairies","2016A00014","Consumer price","Price index","2012=100","383","units ","0","v1001799954","9.1.2","66.7","","","","1"
"1976","Prairies","2016A00014","Producer price","Price per gram","Dollars","81","units ","0","v1001799989","9.2.1","4.46","","","","2"
"1976","Prairies","2016A00014","Producer price","Price index","2012=100","383","units ","0","v1001799990","9.2.2","67.3","","","","1"
"1976","Manitoba","2016A000246","Consumer price","Price per gram","Dollars","81","units ","0","v1001799955","10.1.1","6.04","","","","2"
