"REF_DATE","GEO","DGUID","Cannabis price","Units of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1993","Saskatchewan","2016A000247","Consumer price","Price index","2012=100","383","units ","0","v1001799958","11.1.2","116.2","","","","1"
"1993","Saskatchewan","2016A000247","Producer price","Price per gram","Dollars","81","units ","0","v1001799993","11.2.1","7.81","","","","2"
"1993","Saskatchewan","2016A000247","Producer price","Price index","2012=100","383","units ","0","v1001799994","11.2.2","117.1","","","","1"
"1993","Alberta","2016A000248","Consumer price","Price per gram","Dollars","81","units ","0","v1001799959","12.1.1","10.52","","","","2"
"1993","Alberta","2016A000248","Consumer price","Price index","2012=100","383","units ","0","v1001799960","12.1.2","116.1","","","","1"
"1993","Alberta","2016A000248","Producer price","Price per gram","Dollars","81","units ","0","v1001799995","12.2.1","7.75","","","","2"
"1993","Alberta","2016A000248","Producer price","Price index","2012=100","383","units ","0","v1001799996","12.2.2","117.2","","","","1"
"1993","British Columbia","2016A000259","Consumer price","Price per gram","Dollars","81","units ","0","v1001799961","13.1.1","9.96","","","","2"
"1993","British Columbia","2016A000259","Consumer price","Price index","2012=100","383","units ","0","v1001799962","13.1.2","114.7","","","","1"
"1993","British Columbia","2016A000259","Producer price","Price per gram","Dollars","81","units ","0","v1001799997","13.2.1","5.51","","","","2"
"1993","British Columbia","2016A000259","Producer price","Price index","2012=100","383","units ","0","v1001799998","13.2.2","131.3","","","","1"
"1993","Territories","2016A00016","Consumer price","Price per gram","Dollars","81","units ","0","v1001799963","14.1.1","14.26","","","","2"
"1993","Territories","2016A00016","Consumer price","Price index","2012=100","383","units ","0","v1001799964","14.1.2","107.9","","","","1"
"1993","Territories","2016A00016","Producer price","Price per gram","Dollars","81","units ","0","v1001799999","14.2.1","10.61","","","","2"
"1993","Territories","2016A00016","Producer price","Price index","2012=100","383","units ","0","v1001800000","14.2.2","108.0","","","","1"
"1993","Yukon","2016A000260","Consumer price","Price per gram","Dollars","81","units ","0","v1001799965","15.1.1","12.19","","","","2"
"1993","Yukon","2016A000260","Consumer price","Price index","2012=100","383","units ","0","v1001799966","15.1.2","114.7","","","","1"
"1993","Yukon","2016A000260","Producer price","Price per gram","Dollars","81","units ","0","v1001800001","15.2.1","9.07","","","","2"
"1993","Yukon","2016A000260","Producer price","Price index","2012=100","383","units ","0","v1001800002","15.2.2","114.8","","","","1"
"1993","Northwest Territories including Nunavut","A000261","Consumer price","Price per gram","Dollars","81","units ","0","v1001799971","16.1.1","16.09","","","","2"
"1993","Northwest Territories including Nunavut","A000261","Consumer price","Price index","2012=100","383","units ","0","v1001799972","16.1.2","109.5","","","","1"
"1993","Northwest Territories including Nunavut","A000261","Producer price","Price per gram","Dollars","81","units ","0","v1001800007","16.2.1","11.97","","","","2"
"1993","Northwest Territories including Nunavut","A000261","Producer price","Price index","2012=100","383","units ","0","v1001800008","16.2.2","109.6","","","","1"
"1993","Northwest Territories","2016A000261","Consumer price","Price per gram","Dollars","81","units ","0","v1001799967","17.1.1","","..","","","2"
"1993","Northwest Territories","2016A000261","Consumer price","Price index","2012=100","383","units ","0","v1001799968","17.1.2","","..","","","1"
"1993","Northwest Territories","2016A000261","Producer price","Price per gram","Dollars","81","units ","0","v1001800003","17.2.1","","..","","","2"
"1993","Northwest Territories","2016A000261","Producer price","Price index","2012=100","383","units ","0","v1001800004","17.2.2","","..","","","1"
"1993","Nunavut","2016A000262","Consumer price","Price per gram","Dollars","81","units ","0","v1001799969","18.1.1","","..","","","2"
"1993","Nunavut","2016A000262","Consumer price","Price index","2012=100","383","units ","0","v1001799970","18.1.2","","..","","","1"
"1993","Nunavut","2016A000262","Producer price","Price per gram","Dollars","81","units ","0","v1001800005","18.2.1","","..","","","2"
"1993","Nunavut","2016A000262","Producer price","Price index","2012=100","383","units ","0","v1001800006","18.2.2","","..","","","1"
"1994","Canada","2016A000011124","Consumer price","Price per gram","Dollars","81","units ","0","v1001799937","1.1.1","9.94","","","","2"
"1994","Canada","2016A000011124","Consumer price","Price index","2012=100","383","units ","0","v1001799938","1.1.2","114.0","","","","1"
"1994","Canada","2016A000011124","Producer price","Price per gram","Dollars","81","units ","0","v1001799973","1.2.1","6.61","","","","2"
"1994","Canada","2016A000011124","Producer price","Price index","2012=100","383","units ","0","v1001799974","1.2.2","118.8","","","","1"
"1994","Atlantic","2016A00011","Consumer price","Price per gram","Dollars","81","units ","0","v1001799939","2.1.1","10.33","","","","2"
"1994","Atlantic","2016A00011","Consumer price","Price index","2012=100","383","units ","0","v1001799940","2.1.2","113.7","","","","1"
"1994","Atlantic","2016A00011","Producer price","Price per gram","Dollars","81","units ","0","v1001799975","2.2.1","7.55","","","","2"
"1994","Atlantic","2016A00011","Producer price","Price index","2012=100","383","units ","0","v1001799976","2.2.2","114.7","","","","1"
"1994","Newfoundland and Labrador","2016A000210","Consumer price","Price per gram","Dollars","81","units ","0","v1001799941","3.1.1","11.18","","","","2"
"1994","Newfoundland and Labrador","2016A000210","Consumer price","Price index","2012=100","383","units ","0","v1001799942","3.1.2","115.8","","","","1"
"1994","Newfoundland and Labrador","2016A000210","Producer price","Price per gram","Dollars","81","units ","0","v1001799977","3.2.1","8.06","","","","2"
"1994","Newfoundland and Labrador","2016A000210","Producer price","Price index","2012=100","383","units ","0","v1001799978","3.2.2","117.7","","","","1"
"1994","Prince Edward Island","2016A000211","Consumer price","Price per gram","Dollars","81","units ","0","v1001799943","4.1.1","10.93","","","","2"
"1994","Prince Edward Island","2016A000211","Consumer price","Price index","2012=100","383","units ","0","v1001799944","4.1.2","112.5","","","","1"
"1994","Prince Edward Island","2016A000211","Producer price","Price per gram","Dollars","81","units ","0","v1001799979","4.2.1","8.07","","","","2"
"1994","Prince Edward Island","2016A000211","Producer price","Price index","2012=100","383","units ","0","v1001799980","4.2.2","113.1","","","","1"
"1994","Nova Scotia","2016A000212","Consumer price","Price per gram","Dollars","81","units ","0","v1001799945","5.1.1","10.42","","","","2"
"1994","Nova Scotia","2016A000212","Consumer price","Price index","2012=100","383","units ","0","v1001799946","5.1.2","113.1","","","","1"
"1994","Nova Scotia","2016A000212","Producer price","Price per gram","Dollars","81","units ","0","v1001799981","5.2.1","7.65","","","","2"
"1994","Nova Scotia","2016A000212","Producer price","Price index","2012=100","383","units ","0","v1001799982","5.2.2","114.1","","","","1"
"1994","New Brunswick","2016A000213","Consumer price","Price per gram","Dollars","81","units ","0","v1001799947","6.1.1","9.43","","","","2"
"1994","New Brunswick","2016A000213","Consumer price","Price index","2012=100","383","units ","0","v1001799948","6.1.2","112.6","","","","1"
"1994","New Brunswick","2016A000213","Producer price","Price per gram","Dollars","81","units ","0","v1001799983","6.2.1","6.90","","","","2"
"1994","New Brunswick","2016A000213","Producer price","Price index","2012=100","383","units ","0","v1001799984","6.2.2","113.4","","","","1"
"1994","Quebec","2016A000224","Consumer price","Price per gram","Dollars","81","units ","0","v1001799949","7.1.1","8.53","","","","2"
"1994","Quebec","2016A000224","Consumer price","Price index","2012=100","383","units ","0","v1001799950","7.1.2","112.4","","","","1"
"1994","Quebec","2016A000224","Producer price","Price per gram","Dollars","81","units ","0","v1001799985","7.2.1","5.63","","","","2"
"1994","Quebec","2016A000224","Producer price","Price index","2012=100","383","units ","0","v1001799986","7.2.2","113.5","","","","1"
"1994","Ontario","2016A000235","Consumer price","Price per gram","Dollars","81","units ","0","v1001799951","8.1.1","10.38","","","","2"
"1994","Ontario","2016A000235","Consumer price","Price index","2012=100","383","units ","0","v1001799952","8.1.2","113.7","","","","1"
"1994","Ontario","2016A000235","Producer price","Price per gram","Dollars","81","units ","0","v1001799987","8.2.1","6.23","","","","2"
"1994","Ontario","2016A000235","Producer price","Price index","2012=100","383","units ","0","v1001799988","8.2.2","150.9","","","","1"
"1994","Prairies","2016A00014","Consumer price","Price per gram","Dollars","81","units ","0","v1001799953","9.1.1","10.32","","","","2"
"1994","Prairies","2016A00014","Consumer price","Price index","2012=100","383","units ","0","v1001799954","9.1.2","113.7","","","","1"
"1994","Prairies","2016A00014","Producer price","Price per gram","Dollars","81","units ","0","v1001799989","9.2.1","7.60","","","","2"
"1994","Prairies","2016A00014","Producer price","Price index","2012=100","383","units ","0","v1001799990","9.2.2","114.7","","","","1"
"1994","Manitoba","2016A000246","Consumer price","Price per gram","Dollars","81","units ","0","v1001799955","10.1.1","10.30","","","","2"
"1994","Manitoba","2016A000246","Consumer price","Price index","2012=100","383","units ","0","v1001799956","10.1.2","113.6","","","","1"
"1994","Manitoba","2016A000246","Producer price","Price per gram","Dollars","81","units ","0","v1001799991","10.2.1","7.59","","","","2"
"1994","Manitoba","2016A000246","Producer price","Price index","2012=100","383","units ","0","v1001799992","10.2.2","114.2","","","","1"
"1994","Saskatchewan","2016A000247","Consumer price","Price per gram","Dollars","81","units ","0","v1001799957","11.1.1","10.39","","","","2"
"1994","Saskatchewan","2016A000247","Consumer price","Price index","2012=100","383","units ","0","v1001799958","11.1.2","113.8","","","","1"
"1994","Saskatchewan","2016A000247","Producer price","Price per gram","Dollars","81","units ","0","v1001799993","11.2.1","7.65","","","","2"
"1994","Saskatchewan","2016A000247","Producer price","Price index","2012=100","383","units ","0","v1001799994","11.2.2","114.7","","","","1"
"1994","Alberta","2016A000248","Consumer price","Price per gram","Dollars","81","units ","0","v1001799959","12.1.1","10.31","","","","2"
"1994","Alberta","2016A000248","Consumer price","Price index","2012=100","383","units ","0","v1001799960","12.1.2","113.7","","","","1"
"1994","Alberta","2016A000248","Producer price","Price per gram","Dollars","81","units ","0","v1001799995","12.2.1","7.60","","","","2"
"1994","Alberta","2016A000248","Producer price","Price index","2012=100","383","units ","0","v1001799996","12.2.2","114.8","","","","1"
"1994","British Columbia","2016A000259","Consumer price","Price per gram","Dollars","81","units ","0","v1001799961","13.1.1","9.75","","","","2"
"1994","British Columbia","2016A000259","Consumer price","Price index","2012=100","383","units ","0","v1001799962","13.1.2","112.4","","","","1"
"1994","British Columbia","2016A000259","Producer price","Price per gram","Dollars","81","units ","0","v1001799997","13.2.1","5.33","","","","2"
"1994","British Columbia","2016A000259","Producer price","Price index","2012=100","383","units ","0","v1001799998","13.2.2","127.1","","","","1"
"1994","Territories","2016A00016","Consumer price","Price per gram","Dollars","81","units ","0","v1001799963","14.1.1","13.96","","","","2"
"1994","Territories","2016A00016","Consumer price","Price index","2012=100","383","units ","0","v1001799964","14.1.2","105.7","","","","1"
"1994","Territories","2016A00016","Producer price","Price per gram","Dollars","81","units ","0","v1001799999","14.2.1","10.39","","","","2"
"1994","Territories","2016A00016","Producer price","Price index","2012=100","383","units ","0","v1001800000","14.2.2","105.8","","","","1"
"1994","Yukon","2016A000260","Consumer price","Price per gram","Dollars","81","units ","0","v1001799965","15.1.1","11.94","","","","2"
"1994","Yukon","2016A000260","Consumer price","Price index","2012=100","383","units ","0","v1001799966","15.1.2","112.4","","","","1"
"1994","Yukon","2016A000260","Producer price","Price per gram","Dollars","81","units ","0","v1001800001","15.2.1","8.88","","","","2"
"1994","Yukon","2016A000260","Producer price","Price index","2012=100","383","units ","0","v1001800002","15.2.2","112.4","","","","1"
"1994","Northwest Territories including Nunavut","A000261","Consumer price","Price per gram","Dollars","81","units ","0","v1001799971","16.1.1","15.76","","","","2"
"1994","Northwest Territories including Nunavut","A000261","Consumer price","Price index","2012=100","383","units ","0","v1001799972","16.1.2","107.3","","","","1"
"1994","Northwest Territories including Nunavut","A000261","Producer price","Price per gram","Dollars","81","units ","0","v1001800007","16.2.1","11.73","","","","2"
"1994","Northwest Territories including Nunavut","A000261","Producer price","Price index","2012=100","383","units ","0","v1001800008","16.2.2","107.4","","","","1"
"1994","Northwest Territories","2016A000261","Consumer price","Price per gram","Dollars","81","units ","0","v1001799967","17.1.1","","..","","","2"
"1994","Northwest Territories","2016A000261","Consumer price","Price index","2012=100","383","units ","0","v1001799968","17.1.2","","..","","","1"
"1994","Northwest Territories","2016A000261","Producer price","Price per gram","Dollars","81","units ","0","v1001800003","17.2.1","","..","","","2"
"1994","Northwest Territories","2016A000261","Producer price","Price index","2012=100","383","units ","0","v1001800004","17.2.2","","..","","","1"
"1994","Nunavut","2016A000262","Consumer price","Price per gram","Dollars","81","units ","0","v1001799969","18.1.1","","..","","","2"
"1994","Nunavut","2016A000262","Consumer price","Price index","2012=100","383","units ","0","v1001799970","18.1.2","","..","","","1"
"1994","Nunavut","2016A000262","Producer price","Price per gram","Dollars","81","units ","0","v1001800005","18.2.1","","..","","","2"
"1994","Nunavut","2016A000262","Producer price","Price index","2012=100","383","units ","0","v1001800006","18.2.2","","..","","","1"
"1995","Canada","2016A000011124","Consumer price","Price per gram","Dollars","81","units ","0","v1001799937","1.1.1","9.86","","","","2"
"1995","Canada","2016A000011124","Consumer price","Price index","2012=100","383","units ","0","v1001799938","1.1.2","113.1","","","","1"
"1995","Canada","2016A000011124","Producer price","Price per gram","Dollars","81","units ","0","v1001799973","1.2.1","6.52","","","","2"
"1995","Canada","2016A000011124","Producer price","Price index","2012=100","383","units ","0","v1001799974","1.2.2","117.2","","","","1"
"1995","Atlantic","2016A00011","Consumer price","Price per gram","Dollars","81","units ","0","v1001799939","2.1.1","10.27","","","","2"
"1995","Atlantic","2016A00011","Consumer price","Price index","2012=100","383","units ","0","v1001799940","2.1.2","113.0","","","","1"
"1995","Atlantic","2016A00011","Producer price","Price per gram","Dollars","81","units ","0","v1001799975","2.2.1","7.50","","","","2"
"1995","Atlantic","2016A00011","Producer price","Price index","2012=100","383","units ","0","v1001799976","2.2.2","114.0","","","","1"
"1995","Newfoundland and Labrador","2016A000210","Consumer price","Price per gram","Dollars","81","units ","0","v1001799941","3.1.1","11.11","","","","2"
"1995","Newfoundland and Labrador","2016A000210","Consumer price","Price index","2012=100","383","units ","0","v1001799942","3.1.2","115.2","","","","1"
"1995","Newfoundland and Labrador","2016A000210","Producer price","Price per gram","Dollars","81","units ","0","v1001799977","3.2.1","8.01","","","","2"
"1995","Newfoundland and Labrador","2016A000210","Producer price","Price index","2012=100","383","units ","0","v1001799978","3.2.2","117.0","","","","1"
"1995","Prince Edward Island","2016A000211","Consumer price","Price per gram","Dollars","81","units ","0","v1001799943","4.1.1","10.86","","","","2"
"1995","Prince Edward Island","2016A000211","Consumer price","Price index","2012=100","383","units ","0","v1001799944","4.1.2","111.8","","","","1"
"1995","Prince Edward Island","2016A000211","Producer price","Price per gram","Dollars","81","units ","0","v1001799979","4.2.1","8.02","","","","2"
"1995","Prince Edward Island","2016A000211","Producer price","Price index","2012=100","383","units ","0","v1001799980","4.2.2","112.4","","","","1"
"1995","Nova Scotia","2016A000212","Consumer price","Price per gram","Dollars","81","units ","0","v1001799945","5.1.1","10.36","","","","2"
"1995","Nova Scotia","2016A000212","Consumer price","Price index","2012=100","383","units ","0","v1001799946","5.1.2","112.5","","","","1"
"1995","Nova Scotia","2016A000212","Producer price","Price per gram","Dollars","81","units ","0","v1001799981","5.2.1","7.61","","","","2"
"1995","Nova Scotia","2016A000212","Producer price","Price index","2012=100","383","units ","0","v1001799982","5.2.2","113.4","","","","1"
"1995","New Brunswick","2016A000213","Consumer price","Price per gram","Dollars","81","units ","0","v1001799947","6.1.1","9.37","","","","2"
"1995","New Brunswick","2016A000213","Consumer price","Price index","2012=100","383","units ","0","v1001799948","6.1.2","111.9","","","","1"
"1995","New Brunswick","2016A000213","Producer price","Price per gram","Dollars","81","units ","0","v1001799983","6.2.1","6.85","","","","2"
"1995","New Brunswick","2016A000213","Producer price","Price index","2012=100","383","units ","0","v1001799984","6.2.2","112.6","","","","1"
"1995","Quebec","2016A000224","Consumer price","Price per gram","Dollars","81","units ","0","v1001799949","7.1.1","8.48","","","","2"
"1995","Quebec","2016A000224","Consumer price","Price index","2012=100","383","units ","0","v1001799950","7.1.2","111.7","","","","1"
"1995","Quebec","2016A000224","Producer price","Price per gram","Dollars","81","units ","0","v1001799985","7.2.1","5.56","","","","2"
"1995","Quebec","2016A000224","Producer price","Price index","2012=100","383","units ","0","v1001799986","7.2.2","112.1","","","","1"
"1995","Ontario","2016A000235","Consumer price","Price per gram","Dollars","81","units ","0","v1001799951","8.1.1","10.28","","","","2"
"1995","Ontario","2016A000235","Consumer price","Price index","2012=100","383","units ","0","v1001799952","8.1.2","112.6","","","","1"
"1995","Ontario","2016A000235","Producer price","Price per gram","Dollars","81","units ","0","v1001799987","8.2.1","5.40","","","","2"
"1995","Ontario","2016A000235","Producer price","Price index","2012=100","383","units ","0","v1001799988","8.2.2","130.8","","","","1"
"1995","Prairies","2016A00014","Consumer price","Price per gram","Dollars","81","units ","0","v1001799953","9.1.1","10.26","","","","2"
"1995","Prairies","2016A00014","Consumer price","Price index","2012=100","383","units ","0","v1001799954","9.1.2","113.0","","","","1"
"1995","Prairies","2016A00014","Producer price","Price per gram","Dollars","81","units ","0","v1001799989","9.2.1","7.56","","","","2"
"1995","Prairies","2016A00014","Producer price","Price index","2012=100","383","units ","0","v1001799990","9.2.2","114.0","","","","1"
"1995","Manitoba","2016A000246","Consumer price","Price per gram","Dollars","81","units ","0","v1001799955","10.1.1","10.24","","","","2"
"1995","Manitoba","2016A000246","Consumer price","Price index","2012=100","383","units ","0","v1001799956","10.1.2","112.9","","","","1"
"1995","Manitoba","2016A000246","Producer price","Price per gram","Dollars","81","units ","0","v1001799991","10.2.1","7.54","","","","2"
"1995","Manitoba","2016A000246","Producer price","Price index","2012=100","383","units ","0","v1001799992","10.2.2","113.5","","","","1"
"1995","Saskatchewan","2016A000247","Consumer price","Price per gram","Dollars","81","units ","0","v1001799957","11.1.1","10.33","","","","2"
"1995","Saskatchewan","2016A000247","Consumer price","Price index","2012=100","383","units ","0","v1001799958","11.1.2","113.2","","","","1"
"1995","Saskatchewan","2016A000247","Producer price","Price per gram","Dollars","81","units ","0","v1001799993","11.2.1","7.60","","","","2"
"1995","Saskatchewan","2016A000247","Producer price","Price index","2012=100","383","units ","0","v1001799994","11.2.2","114.0","","","","1"
"1995","Alberta","2016A000248","Consumer price","Price per gram","Dollars","81","units ","0","v1001799959","12.1.1","10.25","","","","2"
"1995","Alberta","2016A000248","Consumer price","Price index","2012=100","383","units ","0","v1001799960","12.1.2","113.0","","","","1"
"1995","Alberta","2016A000248","Producer price","Price per gram","Dollars","81","units ","0","v1001799995","12.2.1","7.55","","","","2"
"1995","Alberta","2016A000248","Producer price","Price index","2012=100","383","units ","0","v1001799996","12.2.2","114.1","","","","1"
"1995","British Columbia","2016A000259","Consumer price","Price per gram","Dollars","81","units ","0","v1001799961","13.1.1","9.69","","","","2"
"1995","British Columbia","2016A000259","Consumer price","Price index","2012=100","383","units ","0","v1001799962","13.1.2","111.7","","","","1"
"1995","British Columbia","2016A000259","Producer price","Price per gram","Dollars","81","units ","0","v1001799997","13.2.1","5.25","","","","2"
"1995","British Columbia","2016A000259","Producer price","Price index","2012=100","383","units ","0","v1001799998","13.2.2","125.0","","","","1"
"1995","Territories","2016A00016","Consumer price","Price per gram","Dollars","81","units ","0","v1001799963","14.1.1","13.91","","","","2"
"1995","Territories","2016A00016","Consumer price","Price index","2012=100","383","units ","0","v1001799964","14.1.2","105.3","","","","1"
"1995","Territories","2016A00016","Producer price","Price per gram","Dollars","81","units ","0","v1001799999","14.2.1","10.35","","","","2"
"1995","Territories","2016A00016","Producer price","Price index","2012=100","383","units ","0","v1001800000","14.2.2","105.4","","","","1"
"1995","Yukon","2016A000260","Consumer price","Price per gram","Dollars","81","units ","0","v1001799965","15.1.1","11.86","","","","2"
"1995","Yukon","2016A000260","Consumer price","Price index","2012=100","383","units ","0","v1001799966","15.1.2","111.7","","","","1"
"1995","Yukon","2016A000260","Producer price","Price per gram","Dollars","81","units ","0","v1001800001","15.2.1","8.83","","","","2"
"1995","Yukon","2016A000260","Producer price","Price index","2012=100","383","units ","0","v1001800002","15.2.2","111.8","","","","1"
"1995","Northwest Territories including Nunavut","A000261","Consumer price","Price per gram","Dollars","81","units ","0","v1001799971","16.1.1","15.67","","","","2"
"1995","Northwest Territories including Nunavut","A000261","Consumer price","Price index","2012=100","383","units ","0","v1001799972","16.1.2","106.6","","","","1"
"1995","Northwest Territories including Nunavut","A000261","Producer price","Price per gram","Dollars","81","units ","0","v1001800007","16.2.1","11.66","","","","2"
"1995","Northwest Territories including Nunavut","A000261","Producer price","Price index","2012=100","383","units ","0","v1001800008","16.2.2","106.7","","","","1"
"1995","Northwest Territories","2016A000261","Consumer price","Price per gram","Dollars","81","units ","0","v1001799967","17.1.1","","..","","","2"
"1995","Northwest Territories","2016A000261","Consumer price","Price index","2012=100","383","units ","0","v1001799968","17.1.2","","..","","","1"
"1995","Northwest Territories","2016A000261","Producer price","Price per gram","Dollars","81","units ","0","v1001800003","17.2.1","","..","","","2"
"1995","Northwest Territories","2016A000261","Producer price","Price index","2012=100","383","units ","0","v1001800004","17.2.2","","..","","","1"
"1995","Nunavut","2016A000262","Consumer price","Price per gram","Dollars","81","units ","0","v1001799969","18.1.1","","..","","","2"
"1995","Nunavut","2016A000262","Consumer price","Price index","2012=100","383","units ","0","v1001799970","18.1.2","","..","","","1"
"1995","Nunavut","2016A000262","Producer price","Price per gram","Dollars","81","units ","0","v1001800005","18.2.1","","..","","","2"
"1995","Nunavut","2016A000262","Producer price","Price index","2012=100","383","units ","0","v1001800006","18.2.2","","..","","","1"
"1996","Canada","2016A000011124","Consumer price","Price per gram","Dollars","81","units ","0","v1001799937","1.1.1","10.03","","","","2"
"1996","Canada","2016A000011124","Consumer price","Price index","2012=100","383","units ","0","v1001799938","1.1.2","115.1","","","","1"
"1996","Canada","2016A000011124","Producer price","Price per gram","Dollars","81","units ","0","v1001799973","1.2.1","6.64","","","","2"
"1996","Canada","2016A000011124","Producer price","Price index","2012=100","383","units ","0","v1001799974","1.2.2","119.3","","","","1"
"1996","Atlantic","2016A00011","Consumer price","Price per gram","Dollars","81","units ","0","v1001799939","2.1.1","10.45","","","","2"
"1996","Atlantic","2016A00011","Consumer price","Price index","2012=100","383","units ","0","v1001799940","2.1.2","115.0","","","","1"
"1996","Atlantic","2016A00011","Producer price","Price per gram","Dollars","81","units ","0","v1001799975","2.2.1","7.63","","","","2"
"1996","Atlantic","2016A00011","Producer price","Price index","2012=100","383","units ","0","v1001799976","2.2.2","116.0","","","","1"
"1996","Newfoundland and Labrador","2016A000210","Consumer price","Price per gram","Dollars","81","units ","0","v1001799941","3.1.1","11.31","","","","2"
"1996","Newfoundland and Labrador","2016A000210","Consumer price","Price index","2012=100","383","units ","0","v1001799942","3.1.2","117.2","","","","1"
"1996","Newfoundland and Labrador","2016A000210","Producer price","Price per gram","Dollars","81","units ","0","v1001799977","3.2.1","8.16","","","","2"
"1996","Newfoundland and Labrador","2016A000210","Producer price","Price index","2012=100","383","units ","0","v1001799978","3.2.2","119.1","","","","1"
"1996","Prince Edward Island","2016A000211","Consumer price","Price per gram","Dollars","81","units ","0","v1001799943","4.1.1","11.05","","","","2"
"1996","Prince Edward Island","2016A000211","Consumer price","Price index","2012=100","383","units ","0","v1001799944","4.1.2","113.8","","","","1"
"1996","Prince Edward Island","2016A000211","Producer price","Price per gram","Dollars","81","units ","0","v1001799979","4.2.1","8.16","","","","2"
"1996","Prince Edward Island","2016A000211","Producer price","Price index","2012=100","383","units ","0","v1001799980","4.2.2","114.4","","","","1"
"1996","Nova Scotia","2016A000212","Consumer price","Price per gram","Dollars","81","units ","0","v1001799945","5.1.1","10.54","","","","2"
"1996","Nova Scotia","2016A000212","Consumer price","Price index","2012=100","383","units ","0","v1001799946","5.1.2","114.5","","","","1"
"1996","Nova Scotia","2016A000212","Producer price","Price per gram","Dollars","81","units ","0","v1001799981","5.2.1","7.74","","","","2"
"1996","Nova Scotia","2016A000212","Producer price","Price index","2012=100","383","units ","0","v1001799982","5.2.2","115.4","","","","1"
"1996","New Brunswick","2016A000213","Consumer price","Price per gram","Dollars","81","units ","0","v1001799947","6.1.1","9.53","","","","2"
"1996","New Brunswick","2016A000213","Consumer price","Price index","2012=100","383","units ","0","v1001799948","6.1.2","113.8","","","","1"
"1996","New Brunswick","2016A000213","Producer price","Price per gram","Dollars","81","units ","0","v1001799983","6.2.1","6.97","","","","2"
"1996","New Brunswick","2016A000213","Producer price","Price index","2012=100","383","units ","0","v1001799984","6.2.2","114.5","","","","1"
"1996","Quebec","2016A000224","Consumer price","Price per gram","Dollars","81","units ","0","v1001799949","7.1.1","8.63","","","","2"
"1996","Quebec","2016A000224","Consumer price","Price index","2012=100","383","units ","0","v1001799950","7.1.2","113.7","","","","1"
"1996","Quebec","2016A000224","Producer price","Price per gram","Dollars","81","units ","0","v1001799985","7.2.1","5.65","","","","2"
"1996","Quebec","2016A000224","Producer price","Price index","2012=100","383","units ","0","v1001799986","7.2.2","114.0","","","","1"
"1996","Ontario","2016A000235","Consumer price","Price per gram","Dollars","81","units ","0","v1001799951","8.1.1","10.46","","","","2"
"1996","Ontario","2016A000235","Consumer price","Price index","2012=100","383","units ","0","v1001799952","8.1.2","114.6","","","","1"
"1996","Ontario","2016A000235","Producer price","Price per gram","Dollars","81","units ","0","v1001799987","8.2.1","5.51","","","","2"
"1996","Ontario","2016A000235","Producer price","Price index","2012=100","383","units ","0","v1001799988","8.2.2","133.5","","","","1"
"1996","Prairies","2016A00014","Consumer price","Price per gram","Dollars","81","units ","0","v1001799953","9.1.1","10.44","","","","2"
"1996","Prairies","2016A00014","Consumer price","Price index","2012=100","383","units ","0","v1001799954","9.1.2","115.0","","","","1"
"1996","Prairies","2016A00014","Producer price","Price per gram","Dollars","81","units ","0","v1001799989","9.2.1","7.69","","","","2"
"1996","Prairies","2016A00014","Producer price","Price index","2012=100","383","units ","0","v1001799990","9.2.2","116.0","","","","1"
"1996","Manitoba","2016A000246","Consumer price","Price per gram","Dollars","81","units ","0","v1001799955","10.1.1","10.42","","","","2"
"1996","Manitoba","2016A000246","Consumer price","Price index","2012=100","383","units ","0","v1001799956","10.1.2","114.9","","","","1"
"1996","Manitoba","2016A000246","Producer price","Price per gram","Dollars","81","units ","0","v1001799991","10.2.1","7.68","","","","2"
"1996","Manitoba","2016A000246","Producer price","Price index","2012=100","383","units ","0","v1001799992","10.2.2","115.5","","","","1"
"1996","Saskatchewan","2016A000247","Consumer price","Price per gram","Dollars","81","units ","0","v1001799957","11.1.1","10.51","","","","2"
"1996","Saskatchewan","2016A000247","Consumer price","Price index","2012=100","383","units ","0","v1001799958","11.1.2","115.1","","","","1"
"1996","Saskatchewan","2016A000247","Producer price","Price per gram","Dollars","81","units ","0","v1001799993","11.2.1","7.73","","","","2"
"1996","Saskatchewan","2016A000247","Producer price","Price index","2012=100","383","units ","0","v1001799994","11.2.2","116.0","","","","1"
"1996","Alberta","2016A000248","Consumer price","Price per gram","Dollars","81","units ","0","v1001799959","12.1.1","10.43","","","","2"
"1996","Alberta","2016A000248","Consumer price","Price index","2012=100","383","units ","0","v1001799960","12.1.2","115.0","","","","1"
"1996","Alberta","2016A000248","Producer price","Price per gram","Dollars","81","units ","0","v1001799995","12.2.1","7.68","","","","2"
"1996","Alberta","2016A000248","Producer price","Price index","2012=100","383","units ","0","v1001799996","12.2.2","116.1","","","","1"
"1996","British Columbia","2016A000259","Consumer price","Price per gram","Dollars","81","units ","0","v1001799961","13.1.1","9.86","","","","2"
"1996","British Columbia","2016A000259","Consumer price","Price index","2012=100","383","units ","0","v1001799962","13.1.2","113.7","","","","1"
"1996","British Columbia","2016A000259","Producer price","Price per gram","Dollars","81","units ","0","v1001799997","13.2.1","5.37","","","","2"
"1996","British Columbia","2016A000259","Producer price","Price index","2012=100","383","units ","0","v1001799998","13.2.2","127.9","","","","1"
